,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
88,1222,0,0,1,0,0,0,44007,0,0,0,0,0,0,1,1,0.0,krissy_ives,I just passed a funeral in the rain with specifically 5 people 6ft apart at the cemetery and everyone else in cars. Definitely one of the most sad things Ive ever witnessed. STAY HOME,239940532,4,3,2020,7.0,9.0,8.0,8.0,1.0,6.0,9.0,6.0,9.0,9.0,4401,8.0,1.0,7.0,1.0,10.0,418.0
89,1227,0,0,1,0,0,0,6059,0,0,0,0,0,0,1,0,0.0,PaulScheper,"Stay safe, stay home, stay pug positive. @ Coto de Caza, California https://t.co/jVRl8oY7UC",43699860,4,3,2020,4.0,9.0,8.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,0646,8.0,1.0,8.0,1.0,13.0,711.0
91,123,0,0,0,0,0,0,17195,1,0,0,0,0,0,1,1,1.0,torism_,"The blatant disregard the people of my town have for the corona virus is appalling to me. No one is staying home, people are still coming to my work. Everyone acts like nothings wrong &amp; im tired of it. Yall are asking for this virus",2968793188,3,17,2020,5.0,7.0,6.0,6.0,5.0,3.0,8.0,6.0,3.0,6.0,1717,6.0,4.0,5.0,0.0,0.0,1.0
93,1231,0,0,1,0,0,0,34017,0,0,0,0,0,0,1,0,0.0,ErikAndoNUFC,No you have this wrong. Governments and business can step up to address hunger and poverty and we can stay home to stop our grandparents from dying. Stop being an idiot for 10 minutes. https://t.co/LPG94NqREX,1050021919678971904,4,3,2020,6.0,9.0,0.0,4.0,0.0,6.0,8.0,8.0,8.0,9.0,3408,0.0,1.0,9.0,1.0,59.0,2835.0
95,1240,1,0,0,0,0,0,26099,0,0,0,0,0,0,1,0,0.0,cope_em,gretchen said stay at HOME and yall said nope! i hate it here,3235523388,4,3,2020,6.0,9.0,8.0,8.0,2.0,3.0,8.0,8.0,0.0,0.0,2609,8.0,1.0,5.0,0.0,68.0,1562.0
96,1247,0,0,1,0,0,0,37183,0,0,0,0,0,0,1,0,1.0,PhilinCaryNC,#StayHome so they can save lives https://t.co/lqWqR0XLqt,3968871987,4,3,2020,3.0,9.0,8.0,8.0,0.0,1.0,9.0,9.0,9.0,9.0,3704,8.0,1.0,7.0,1.0,0.0,278.0
97,125,0,0,0,0,0,0,36005,1,0,0,0,0,0,1,0,0.0,NanaCastro_,OKAY THIS HAS GONE TOO GODDAMN FAR NOW YALL STAY THE HELL HOME OR ELSE  https://t.co/9jMeC5VVR7,28675636,3,17,2020,9.0,9.0,8.0,9.0,4.0,9.0,9.0,1.0,9.0,9.0,3615,7.0,1.0,9.0,1.0,5.0,86.0
98,1250,0,0,1,0,0,0,36103,0,0,0,0,0,0,1,0,0.0,Dyannot,@IslandersFan1 @News12LI Thats not what Im saying. Id you want this to end people need to stay home. And until this is taken seriously it wont get better.,294760875,4,4,2020,4.0,9.0,8.0,6.0,0.0,3.0,9.0,9.0,2.0,0.0,3601,8.0,1.0,7.0,0.0,124.0,11370.0
99,1251,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,3.0,qdotgrimes,Due to the result of social distancing we have seen an incline in our air quality. Continue to stay home to protect your health and to also better our environment. #keepitclean #worldhealth #cleanair #hlt2320sp20 @HLT2320UH https://t.co/zl1xWWV840,2287541508,4,4,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,36.0,1284.0
100,1261,1,0,0,0,0,0,6067,0,0,0,0,0,0,1,0,0.0,_Mr4oneFeezy,You Mfs who cant stay home are the same dumb fucks who couldnt stand in line in grade school huh,309342960,4,4,2020,8.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,9.0,9.0,0607,8.0,1.0,7.0,1.0,10.0,390.0
101,1262,0,0,1,0,0,0,44003,0,0,0,0,0,0,1,0,0.0,RobbieSavageJr,"Your kids/friends will hate you, but you may save them or their friends lives STAY HOME #staythefuckhome https://t.co/dcnwtR64hO",182503662,4,4,2020,5.0,8.0,7.0,8.0,1.0,2.0,9.0,9.0,2.0,7.0,4402,7.0,1.0,3.0,0.0,0.0,59.0
102,1266,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"#TrueLeadership ?!?!

Tump &amp; #Teamtrump are #willfullyIGNORANT #COVIDIOTS #coronavirus #COVID19 #Covid_19  is forever #TrumpVirus #Blametrump 4 #CoronavirusPandemic &amp; 4 every death!!! #winning !?!?

#WheresMyFreeTest
 #StayHomeStayHealthy #StayHomeSaveLives https://t.co/QLnfA16H97",828064979542765568,4,4,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,0.0,5.0
104,1268,0,0,0,0,0,1,45013,0,0,0,0,0,0,1,0,0.0,EBoorom,"@islandpacket Interestingly, you dont need the Governor to tell you what to do.  You can make your own decision to stay home.  You can social distance yourself too.  COVID-19 cases in the county are &lt;.0001% of the population.  Everything is shut down already! Act responsibly on your own.",731458248,4,4,2020,4.0,8.0,7.0,6.0,0.0,1.0,8.0,8.0,0.0,1.0,4501,7.0,3.0,7.0,0.0,3.0,148.0
105,1271,0,0,1,0,0,0,12073,0,0,0,0,0,0,1,0,0.0,JessicaYeary4PD,"Weekend reminder to stay safe, and if you can - stay inside! #COVID2019 #coronavirus https://t.co/dfHilnPSWK",1095332654306807808,4,4,2020,8.0,9.0,8.0,9.0,0.0,1.0,8.0,5.0,9.0,9.0,1205,8.0,2.0,8.0,1.0,0.0,42.0
108,1279,0,0,1,0,0,0,6037,1,0,0,0,0,0,1,0,7.0,ecvdblk,"They say ignorance is bliss...well having everyones job, and livelihood effected for this long is not blissful.

Dont be ignorant.
#StayHome",2169282025,4,4,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,93.0,4605.0
109,1280,0,0,1,0,0,0,34015,0,0,0,0,0,0,1,0,3.0,amyna_imran,Hmm please stay at home.. nothing compares to your  good health and abode. https://t.co/7PuDtKtDkm,93367680,4,4,2020,6.0,9.0,0.0,8.0,1.0,1.0,9.0,9.0,8.0,7.0,3401,0.0,1.0,6.0,0.0,3.0,215.0
110,1283,0,0,1,0,0,0,12086,0,0,0,0,0,0,1,0,1.0,SNOWQUEEN305,This Coronavirus is NO joke! Florida has MORE confirmed cases of COVID19 than California. It's a scary thing to think about. Please stay safe and at home. Watch the heroes of SWAT @jayharrington3 @Countrystrongg4 @TheKennyJohnson @itsnicole723 @CherieannDuarte @davidbradleylim  https://t.co/hPk2XJW773,154714812,4,4,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,31.0,3890.0
111,1284,0,0,1,0,0,0,6085,0,0,0,0,0,0,1,0,0.0,kimmie723wimmie,Day idk of quarantine. Still dont know what day of the week it is either.  Blessings to each and everyone of us. Stay home &amp; Stay safe. #washyourhands #Lavatusmanos #stayhome,390219141,4,4,2020,4.0,9.0,8.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,0619,8.0,1.0,7.0,1.0,39.0,1148.0
112,1288,0,0,0,0,0,0,17031,0,0,1,0,0,0,1,0,0.0,08meghana,"#DearMrPresident

Why every state here in USA takes their own call to have stay home order.
Why we can not have National Lockdown???",2564558803,4,5,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,186.0,8034.0
114,1290,0,0,1,0,0,0,6001,0,0,0,0,0,0,1,0,0.0,elwhy18,Staying safe at home with family and music #StayAtHome #piecesofvinyl https://t.co/yPrXREQ3ew,212049173,4,5,2020,5.0,9.0,8.0,7.0,0.0,4.0,9.0,9.0,9.0,9.0,0615,8.0,1.0,8.0,1.0,12.0,566.0
115,1291,0,0,1,0,0,0,12057,1,0,0,0,0,0,1,0,0.0,RandiiNicholee,"Over 7,000 Americans have passed away due to Covid-19. 

And people dont even care. 

That's more then 9/11 &amp; Pearl Harbor, COMBINED. 

Stay home &amp; Be safe. XOXO 

#Perspective",1447732770,4,5,2020,6.0,9.0,8.0,7.0,1.0,4.0,8.0,6.0,9.0,9.0,1214,8.0,1.0,8.0,1.0,5.0,536.0
116,1295,0,0,0,0,0,0,32003,1,0,0,0,0,0,0,0,3.0,chillinginLV,"If grocery stores can take the proper precautions so can most other businesses.

Keep most vulnerable to COVID-19 at home &amp; let the rest of America ""Open Up For Business"".

If you don't SOON We Americans will all stay home &amp; emerge to find No USA left!

@POTUS @VP @MarkMeadows https://t.co/2b4adnSLRy",4470633014,4,5,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,41.0,1519.0
117,1297,0,0,0,0,0,0,37045,1,0,0,0,0,0,1,0,0.0,dennisgreat699,@tweettruth2me Only if they go Out and contract the virus. Stay home and read a book.,105915505,4,5,2020,9.0,8.0,7.0,9.0,6.0,6.0,5.0,2.0,0.0,1.0,3710,7.0,4.0,7.0,0.0,0.0,17.0
118,1299,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"Tump &amp; #Teamtrump are #willfullyIGNORANT #COVIDIOTS #coronavirus #COVID19 #Covid_19  is forever #TrumpVirus #Blametrump 4 #CoronavirusPandemic &amp; 4 every death!!! #winning !?!?

#WheresMyFreeTest
 #StayHomeStayHealthy #StayHomeSaveLives https://t.co/MDGnjCcN3d",828064979542765568,4,5,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,0.0,5.0
119,1300,0,0,1,0,0,0,36119,0,0,0,0,0,0,1,0,0.0,CathyCapasso,"Pray for the front line workers, pray that people stay home. Keep everyone safe. https://t.co/bFuM8xlQ8F",16695575,4,5,2020,5.0,9.0,8.0,8.0,0.0,4.0,9.0,9.0,9.0,9.0,3616,8.0,1.0,8.0,1.0,67.0,13723.0
120,1301,0,0,1,0,0,0,34003,0,0,0,0,0,0,1,0,2.0,HeldenMommy,"Safe home, Vinnie.  sigh.... https://t.co/U74Gv5RCrU",1469500033,4,5,2020,3.0,9.0,0.0,8.0,0.0,1.0,9.0,9.0,8.0,9.0,3409,0.0,1.0,7.0,1.0,189.0,6187.0
121,1302,1,0,0,0,0,0,26163,0,0,0,0,0,0,1,1,0.0,strongholdbjj,I see so many people in #livonia who are still out not following orders. Stay home people. Our school can't get together to train #JiuJitsu #strongholdbjjlivonia,796329080090226688,4,5,2020,9.0,9.0,8.0,9.0,3.0,6.0,8.0,3.0,9.0,9.0,2613,8.0,1.0,8.0,1.0,335.0,7574.0
122,1306,0,0,1,0,0,0,46099,0,0,0,0,0,0,1,0,1.0,tigervb2014,HHS VB please check email and fill out the survey! Stay home! Stay safe!,2562598339,4,5,2020,1.0,8.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,1.0,4600,8.0,3.0,4.0,0.0,0.0,104.0
123,1307,0,0,0,0,0,0,36061,0,0,1,0,0,0,1,0,0.0,stugotsomios,WE need everyone to stay at home https://t.co/DVhHCKmIUq,932079828886523905,4,5,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,614.0,10878.0
124,1308,0,0,0,0,0,0,12103,1,0,0,0,0,0,1,0,0.0,UW_FL_lelone,"@RealMattCouch @realDonaldTrump America is failing miserably ... #StayHome!
SHARE! https://t.co/xNPbU6JYLY",1235241466991194114,4,5,2020,5.0,9.0,8.0,9.0,1.0,2.0,9.0,5.0,9.0,3.0,1213,8.0,1.0,6.0,0.0,8.0,359.0
125,1309,0,0,0,0,0,0,12103,1,0,0,0,0,0,1,0,0.0,UW_FL_lelone,"@OANN @realDonaldTrump America is failing miserably ... #StayHome!
SHARE! https://t.co/Kg9sDwapGr",1235241466991194114,4,5,2020,5.0,9.0,8.0,9.0,1.0,2.0,9.0,5.0,9.0,3.0,1213,8.0,1.0,6.0,0.0,8.0,359.0
126,1310,0,0,1,0,0,0,53011,0,0,0,0,0,0,1,0,0.0,TeaNewz,"Being friends with people online is the safest thing every right now! 
But seriously, love you all! 
Stay home, stay safe! 
Wash your hands and wear a mask. 
",400501362,4,5,2020,5.0,9.0,8.0,5.0,1.0,1.0,9.0,9.0,1.0,8.0,5303,8.0,1.0,5.0,1.0,13.0,137.0
128,1313,1,0,0,0,0,0,13121,0,0,1,0,0,0,1,0,0.0,joseintheatl,"#respect #united #resolute #stayathome.  Loved watching this today! @ Atlanta, Georgia https://t.co/xoLTXHERAU",22965013,4,5,2020,7.0,9.0,8.0,8.0,0.0,2.0,8.0,8.0,9.0,9.0,1305,8.0,1.0,9.0,1.0,27.0,962.0
129,1316,1,0,0,0,0,0,36047,0,0,0,0,0,0,1,0,1.0,cynarmandmd,PUBLIC SERVICE ANNOUNCEMENT @L_Abhyankar please stay home for us while we go out and fight for you! #Covid_19 #CoronavirusPandemic #StayHome https://t.co/UHk2uEOCmq,3231707133,4,5,2020,7.0,9.0,8.0,9.0,0.0,8.0,8.0,6.0,9.0,9.0,3609,8.0,1.0,9.0,1.0,1437.0,21935.0
132,1320,0,0,1,0,0,0,12127,1,0,0,0,0,0,1,0,1.0,silicavolcanosi,"All the states without stay at home orders Your leaders are allowing free movement which will result in thousands of deaths in your state
 Its coming. Better do something or you too have blood on your hands Cv19 can not be stopped. Wake up dummies
Its coming Bet on that. Be safe",952544521077878784,4,5,2020,6.0,9.0,8.0,8.0,3.0,3.0,7.0,3.0,1.0,0.0,1206,8.0,2.0,6.0,0.0,2.0,151.0
134,1328,0,0,1,0,0,0,8123,0,0,0,0,0,0,1,0,0.0,DMBtheideaofyou,"@jessetyler @hgtv Still stay home until a vaccine is widely available, otherwise we are right back here again. ",36166856,4,6,2020,3.0,9.0,8.0,2.0,2.0,5.0,6.0,9.0,0.0,0.0,0804,8.0,2.0,7.0,0.0,26.0,504.0
136,1343,0,0,1,0,0,0,42101,0,0,0,0,0,0,1,0,0.0,SheilaShowPHL,"PLEASE 
#STAYHOMEPHL 
#StayHomeSaveLives  #WashYourHands 
&amp; keep your #SocialDistance 6 FT
#COVID19
#ThankYouPhilly 
Be safe. Stay healthy. Stay calm. https://t.co/Cp2axrh6zi",2239734750,4,6,2020,9.0,9.0,8.0,9.0,2.0,7.0,9.0,2.0,9.0,9.0,4202,8.0,1.0,9.0,1.0,45.0,3728.0
137,1347,0,0,1,0,0,0,44003,0,0,0,0,0,0,1,0,0.0,frandunn71,GEEZ! Safer at home! https://t.co/TCtxQn1FWj,4578679173,4,6,2020,5.0,8.0,7.0,8.0,1.0,2.0,9.0,9.0,2.0,7.0,4402,7.0,1.0,3.0,0.0,0.0,92.0
138,1348,0,0,1,0,0,0,17043,0,0,0,0,0,0,1,0,0.0,BradBurke312,What do we want? we want the infection rates to increase at a decreasing rate. #FlattenTheCurve When do we want it?  Now!!  #coronavirus #StayHome https://t.co/U3znWA6OI7,382115594,4,6,2020,3.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,9.0,1708,8.0,1.0,6.0,1.0,22.0,715.0
139,1349,0,0,1,0,0,0,12127,0,0,0,0,0,0,1,0,1.0,silicavolcanosi,Americans have to protect other Americans from this government. The administration is a sad sack of money. We value life above all. Lockdown. Its here.,952544521077878784,4,6,2020,6.0,9.0,8.0,8.0,3.0,3.0,7.0,3.0,1.0,0.0,1206,8.0,2.0,6.0,0.0,2.0,151.0
142,1357,0,0,1,0,0,0,6059,0,0,0,0,0,0,1,0,1.0,GrammaGaz,@BobA1959 @kathyj37441 I'm planning a stay at home summer. My grandkids are out of school until fall. We're gonna stay safe.,4855815293,4,6,2020,4.0,9.0,8.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,0646,8.0,1.0,8.0,1.0,14.0,882.0
143,1358,0,0,0,0,0,0,6065,1,0,0,0,0,0,1,0,0.0,atonyvilla170,People who go to church still are fucking stupid #church #stayhome #CoronavirusUSA https://t.co/ATpmRGjxIn,2294230111,4,6,2020,9.0,9.0,8.0,4.0,3.0,7.0,9.0,8.0,0.0,9.0,0636,8.0,1.0,9.0,1.0,25.0,946.0
145,1363,0,0,1,0,0,0,36103,0,0,0,0,0,0,1,0,0.0,GlenCarballo,"Stay safe, stay inside  https://t.co/0L5ipHRT9q",113125752,4,6,2020,4.0,9.0,8.0,6.0,0.0,3.0,9.0,9.0,2.0,0.0,3601,8.0,1.0,7.0,0.0,199.0,14185.0
147,1367,0,0,1,0,0,0,15003,0,0,0,0,0,0,1,0,3.0,teastoney,"Please stay safe and stay at home, dont be stupid  and go out ",2815578229,4,6,2020,2.0,9.0,8.0,2.0,0.0,2.0,9.0,9.0,9.0,9.0,1501,8.0,2.0,5.0,1.0,4.0,292.0
148,1376,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"Abso-fucking-lutly!!! 
#Heartbreaking to live in #trumpsamerica #winning

Tump is #willfullyIGNORANT #coronavirus #COVID19 is forever #TrumpVirus #Blametrump 4 every death!!!
        
#COVIDIOTS #WeDontHaveDays2Waste #StayHome #StayHomeSaveLives #StayHomeStayHealthy https://t.co/8pqMrhT9MG",828064979542765568,4,7,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,0.0,8.0
149,1377,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"Abso-fucking-lutly!!! 
#Heartbreaking to live in #trumpsamerica #winning

Tump is #willfullyIGNORANT #coronavirus #COVID19 is forever #TrumpVirus #Blametrump 4 every death!!!
        
#COVIDIOTS #WeDontHaveDays2Waste #StayHome #StayHomeSaveLives #StayHomeStayHealthy https://t.co/OCaRdW13nC",828064979542765568,4,7,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,0.0,8.0
151,1382,0,0,0,0,0,0,42101,0,0,0,0,1,0,1,0,0.0,dennybrady12,try the bible and stay home https://t.co/7osx7vrEOA,792936307983015940,4,7,2020,9.0,9.0,8.0,9.0,2.0,7.0,9.0,2.0,9.0,9.0,4202,8.0,1.0,9.0,1.0,65.0,4272.0
152,1385,0,0,1,0,0,0,34003,0,0,0,0,0,0,1,0,0.0,dylan__musial,"@uscensusbureau Im doing a case study for school. Can yall please help me and fill out this google form? Its quick!

*STAY HOME &amp; Be Safe!*

https://t.co/ITOQeB5jQI",2351720391,4,7,2020,3.0,9.0,0.0,8.0,0.0,1.0,9.0,9.0,8.0,9.0,3409,0.0,1.0,7.0,1.0,263.0,7533.0
153,1386,1,0,0,0,0,0,48201,0,0,0,0,0,0,1,0,0.0,RegardsCandice,"Maybe if the experts say it like this, it will get through peoples skull 

S T A Y  T H E  F U C K  H O M E

DAMN

#CoronaVirus #COVID19 #StayAtHome #StayHome",36950142,4,7,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,58.0,2146.0
155,1390,0,0,1,0,0,0,36081,0,0,0,0,0,0,1,0,1.0,kcardyy,Stay home. Stay safe &amp; continue to pray for those who need your prayers the most.,1488382441,4,7,2020,6.0,9.0,8.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,3606,8.0,1.0,8.0,1.0,1828.0,26874.0
156,1392,1,0,1,0,0,0,37183,0,0,0,0,0,0,1,0,0.0,jmstoneburner,"Another perspective. The following figures: one from Japan a country of 127 million and that of my state North Carolina a with a population of 10.4 million. Again please, please stay at home, follow all @CDCgov guidelines, we must stop the spread of this. https://t.co/NXRgkQwgWi",597155502,4,7,2020,3.0,9.0,8.0,8.0,0.0,1.0,9.0,9.0,9.0,9.0,3704,8.0,1.0,7.0,1.0,0.0,350.0
157,1393,0,0,1,0,0,0,29189,0,0,1,0,0,0,1,0,0.0,DecorJewelrySTL,"Some bling to brighten up your Tuesday! 

Stay in &amp; stay well STL

We are all in this together!
.
.
.
.

#alonetogether 
#stopthespread 
#flattenthecurve 
#stayhome 
#doyourpart 
#staysafestl
#decorjewelrystl https://t.co/MbCkFckMgk",2189013438,4,7,2020,4.0,9.0,8.0,9.0,0.0,1.0,8.0,8.0,9.0,9.0,2902,8.0,1.0,7.0,1.0,39.0,1364.0
158,1395,0,0,0,0,0,0,42003,1,0,0,0,0,0,1,0,0.0,grover806,@erniemass @FredIriti 10x as deadly as the common flu. Those #'s will escalate if we don't stay at home for a few weeks. Hospitals can't handle the cases now let alone if the #'s keep rising,251373191,4,7,2020,4.0,9.0,8.0,8.0,0.0,0.0,9.0,7.0,9.0,9.0,4218,8.0,1.0,5.0,1.0,6.0,689.0
159,1396,0,0,1,0,0,0,48141,0,0,0,0,0,0,1,1,0.0,MargieSmiles_,Working at the hospital has been such a bad thing.. Im tired Im going on day 10 hoping to be off the weekend legit praying too.. Im so exhausted.. I hate how ignorant people are here. Just please stay home..,2788900364,4,7,2020,6.0,9.0,8.0,7.0,3.0,9.0,9.0,3.0,9.0,9.0,4816,7.0,2.0,9.0,1.0,0.0,132.0
160,1404,0,0,1,0,0,0,48121,0,0,0,0,0,0,1,0,0.0,JayVValdez,@genesimmons says Shut up and stay at home well said Mr Simmons! Everyone get over yourselves and change your lifestyle. The stupid things in life can wait if you live. @TMZ #StayAtHome #workingfromhome #Newworld #coronavirus #TrumpIsALooser @realDonaldTrump @CNN @FoxNews https://t.co/bcKnQlwXDk,1235578274534895616,4,7,2020,2.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,0.0,4826,8.0,1.0,7.0,0.0,7.0,366.0
161,1406,0,0,1,0,0,0,6095,0,0,0,0,0,0,1,0,2.0,XLXanman,"Its not safe outside

Stay home, Stay safe https://t.co/PhMerjXnFw",973177455887429634,4,7,2020,8.0,9.0,8.0,4.0,2.0,4.0,8.0,9.0,9.0,9.0,0603,7.0,2.0,8.0,1.0,1.0,88.0
162,1407,0,0,1,0,0,0,26149,0,0,1,0,0,0,1,0,0.0,HelenCruea12,Prayers going out to all of my fellow Michiganders and the rest of the country #InThisTogether  #AloneTogether  #michiganlockdown #StayHomeSaveLives Michigan #3 in Confirmed Cases but #14 in Number of People Tested https://t.co/Qk1QbZEtWo @1033WKFR,1159096884,4,7,2020,4.0,7.0,6.0,4.0,6.0,5.0,4.0,4.0,2.0,2.0,2606,6.0,4.0,4.0,0.0,0.0,14.0
163,1409,0,0,1,0,0,0,48141,0,0,1,0,0,0,1,0,0.0,anashairsalon,"BEAT Coronavirus COVID-19!!! Stay Home!!!
@darjustwin
#stayhome 
#staysafe 
#beatcovid19 
#beatcoronavirus
#wewilldoittogether 
#elpaso
#anashairsalon @ El Paso, Texas https://t.co/75Sh401Mwi",111409055,4,7,2020,6.0,9.0,8.0,7.0,3.0,9.0,9.0,3.0,9.0,9.0,4816,7.0,2.0,9.0,1.0,0.0,132.0
165,1413,0,0,0,0,0,0,48251,0,0,1,0,0,0,1,0,3.0,kenshetter,"Today, on a call with TX mayors and county judges, @GovAbbott said our stay at home policies are working but that it will all be for nothing if we let up too soon. Stay the course and well get through this together! https://t.co/HSb3DH6lIy",272040349,4,7,2020,4.0,8.0,6.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,4825,7.0,1.0,6.0,0.0,1.0,24.0
166,1415,0,0,1,0,0,0,11001,0,0,0,0,0,0,1,0,0.0,bayzitti,"2 mandates: stay home and be safe, go out and vote. https://t.co/CqBmUzs1Du",47824877,4,8,2020,7.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0,8.0,9.0,1198,0.0,1.0,9.0,1.0,27.0,1440.0
167,1417,0,0,1,0,0,0,48029,1,0,1,0,0,0,1,0,0.0,llosoya87,Stay the F #*k inside stop the dam spread America going broke dammit!!!! #COVID19 #americaworktogether,1045771448,4,8,2020,4.0,9.0,8.0,6.0,1.0,6.0,9.0,7.0,2.0,9.0,4820,8.0,1.0,9.0,1.0,18.0,503.0
168,142,1,0,0,0,0,0,32003,0,0,0,0,0,0,1,0,0.0,courtsmith826,@CDCgov @WHO @SteveSisolak I believe after today that the only way to keep these people home is for our entire country to go shelter in place. This is the only way to get these people to listen. Thank you. #COVID2019,136742791,3,17,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,1.0,42.0
169,1420,0,0,1,0,0,0,18097,1,1,0,0,0,0,1,0,0.0,AIng8627,@blackvoices black ppl be careful. Stay at home cover your face and wear gloves if you have to go out.  Colvid-19 is killing bc of the racial disparity in health.  We cant spare anymore lives. Wake up and stay home,404839797,4,8,2020,7.0,9.0,8.0,9.0,1.0,5.0,6.0,3.0,9.0,9.0,1807,8.0,1.0,8.0,1.0,58.0,2290.0
170,1422,0,0,1,0,0,0,36081,0,0,0,0,0,0,1,0,0.0,ATTI_STARR,"Protect yourselves
#stayhome #stayhealthy #staysafe 

Working: today was a good day 
.
#cute #fly #sexy #newyork #livelife @ Queens, New York https://t.co/psNuEW0cFZ",36958320,4,8,2020,6.0,9.0,8.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,3606,8.0,1.0,8.0,1.0,2010.0,28062.0
171,1423,0,0,1,0,0,0,13121,0,0,0,0,0,0,1,0,0.0,DougShip,A reminder as we see more Covid cases.... #StayHomeSaveLives https://t.co/YefXmxXLyE,43202799,4,8,2020,7.0,9.0,8.0,8.0,0.0,2.0,8.0,8.0,9.0,9.0,1305,8.0,1.0,9.0,1.0,41.0,1240.0
172,1424,0,0,0,0,0,0,55133,1,0,0,0,0,0,1,0,2.0,MediHumdani,Today every 0.8 mins an American died due to #COVID19 4/7/2920 1800+ perished. #StayHome #Masks4All,1424156964,4,8,2020,1.0,9.0,8.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,5505,8.0,1.0,3.0,0.0,6.0,166.0
173,1427,0,0,0,0,0,0,22001,1,0,0,0,0,0,1,0,0.0,QueenKayee_,"Can yall stay home this weekend before they shut us down.. The more yall keep linking up and acting like this aint real until a family member getting, the longer we gotta be like thisssss ",3830932692,4,8,2020,7.0,7.0,0.0,8.0,9.0,9.0,2.0,2.0,8.0,0.0,2203,0.0,2.0,6.0,0.0,2.0,86.0
175,1436,0,0,1,0,0,0,6085,1,0,1,0,0,0,1,0,0.0,AmericaLatinx,"According to the latest info from the state of CA, 30% of #COVID19 cases in California are Hispanic and the mortality rate so far is 29% - our community needs to be informed, protected and proactive! #StayHomeSaveLives #protectourcommunity",994760937679683584,4,8,2020,4.0,9.0,8.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,0619,8.0,1.0,7.0,1.0,46.0,1380.0
176,1437,0,0,1,0,0,0,48491,0,0,1,0,0,0,1,0,9.0,roundrockpolice,"Not all heroes wear capes. Except for K9 Karma, she does. Do the heroic thing - stay home, stay safe, save lives! #UNITYinOneCommUNITY https://t.co/MwIXoVjb01",1259649614,4,8,2020,2.0,9.0,8.0,6.0,0.0,1.0,8.0,9.0,0.0,0.0,4831,8.0,1.0,7.0,0.0,4.0,87.0
178,144,0,0,1,0,0,0,53033,0,0,0,0,0,0,1,0,0.0,homershooman,@JanetMLSimons @abc7newsbayarea Tell that to the 30-40 year olds in ICU in Italy. This virus does not care who you are or what you make it just is. Stay home stay safe #covid19 #NotKD,132338197,3,17,2020,3.0,9.0,8.0,3.0,0.0,1.0,9.0,9.0,9.0,9.0,5307,8.0,1.0,6.0,1.0,46.0,569.0
